"","fb_gene_id","log2FoldChange","pvalue","padj","wt_2to4h","wt_14to17h"
"1270","FBgn0011761",3.63558850933355,2.84129316013037e-08,4.75290827477759e-08,77.7033579279551,6.00714137628041
"1271","FBgn0011762",2.44458985990493,1.34601477946815e-109,8.83666438437963e-109,54.0347246252014,9.34106774217579
"1272","FBgn0011763",2.251689477384,1.92586323644242e-237,3.92848587902304e-236,123.769597542833,24.4752983318864
"1273","FBgn0011766",1.56481950515439,5.11457680022945e-236,1.03151189449825e-234,18.7346600218169,5.95910505844442
"1274","FBgn0011768",0.332441021984741,0.000479824307117088,0.000695362963698863,114.40879989108,85.5820312228933
"1275","FBgn0011769",-1.71295595764955,5.17765966971523e-16,1.0442344975122e-15,4.54878618040708,14.1669585481425
"1276","FBgn0011770",0.104650793003989,0.368826527304422,0.425711258861841,110.216551361373,96.4289836704337
"1277","FBgn0011771",0.614371345287899,1.56671870001219e-16,3.1858695980453e-16,63.1120261677605,38.7901655375693
"1278","FBgn0011774",2.29202835657814,1.58840684542151e-44,5.06948174916713e-44,20.805517993007,3.99957666342469
"1279","FBgn0011785",1.66042860346076,1.16645732320313e-95,6.74052776933125e-95,130.614530042407,38.8614879966021
