fb_gene_id,fb_symbol, early_FPKM , late_FPKM , epidermis_FPKM , glia_FPKM , gut_FPKM , muscle_FPKM , neuron_FPKM , trachea_FPKM ,polii.embryo14,polii.embryo17,polii.larvae,polii.epidermis,polii.glia,polii.gut,polii.muscle,polii.neuron,polii.trachea,min_tissue_tss_ratio,max_tissue_tss_ratio,tbp.embryo14,tbp.embryo17,tfiib.embryo14,tfiib.embryo17,tfiif.embryo14,tfiif.embryo17,below_bg_tissues,above_bg_tissues,polii_group_tissues,whole_embryo_pol_status,intact_diff_expression
FBgn0027790,GV1, 0.5 , 132.9 , 157.9 , 97.5 , 197.1 , 75.5 , 104.5 , 233.7 ,3.63,3.72,4.18,2.40,-0.14,2.99,1.40,-0.27,1.09,-0.27,2.99,3.60,0.56,2.48,2.56,3.55,1.86,2,4,Recruitment regulated,Above 2-fold,Yes
FBgn0266579,tau, 0.4 , 66.7 , 95.5 , 90.8 , 68.8 , 95.1 , 73.1 , 75.1 ,3.49,4.63,3.99,4.64,4.13,2.56,3.39,4.78,2.93,2.56,4.78,2.71,1.01,1.99,1.93,2.56,1.60,0,6,Elongation regulated,Above 2-fold,No
FBgn0004244,Rdl, 0.2 , 28.8 , 85.2 , 75.0 , 61.8 , 94.9 , 124.8 , 73.2 ,1.82,4.64,4.05,3.83,3.21,1.30,1.16,3.76,0.59,0.59,3.83,3.92,3.25,1.39,2.10,1.77,1.29,0,5,Unclassified,Above 2-fold,No
FBgn0032422,atilla, 1.0 , 383.3 , 150.5 , 122.9 , 111.7 , 94.0 , 83.9 , 106.5 ,3.49,4.16,4.19,3.89,0.81,3.28,1.22,0.61,2.78,0.61,3.89,4.45,1.50,2.99,3.10,3.67,2.49,0,4,Unclassified,Above 2-fold,No
FBgn0035287,CG13937, 0.8 , 37.1 , 77.0 , 69.6 , 46.8 , 114.4 , 104.2 , 61.7 ,3.34,5.23,4.63,4.03,3.22,1.61,3.32,4.14,2.33,1.61,4.14,3.80,2.70,2.01,2.35,1.81,1.54,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0000038,nAChRbeta1, 0.4 , 52.5 , 117.1 , 77.1 , 55.7 , 92.5 , 129.5 , 85.2 ,-0.02,2.55,2.30,2.98,2.41,-1.12,0.62,3.65,0.39,-1.12,3.65,2.62,1.67,0.97,2.23,1.72,1.52,1,3,Recruitment regulated,  Below background,Yes
FBgn0035199,CG9134, 0.3 , 133.5 , 122.9 , 77.1 , 118.0 , 55.9 , 103.7 , 82.0 ,4.38,4.00,4.37,4.83,0.22,4.24,2.32,0.37,1.84,0.22,4.83,4.86,2.38,1.34,0.73,1.69,0.24,0,4,Unclassified,Above 2-fold,Yes
FBgn0004779,Ccp84Ae, 0.3 , 648.3 , 89.1 , 57.1 , 88.6 , 92.1 , 56.9 , 506.2 ,0.75,-1.56,-2.72,-4.30,-0.18,-1.29,-1.12,-0.48,0.79,-4.30,0.79,1.98,-0.27,1.85,1.15,3.03,0.84,5,0,No Pol II, Low,Yes
FBgn0000451,ect, 0.9 , 65.3 , 131.0 , 180.7 , 99.7 , 88.7 , 103.1 , 311.2 ,4.15,3.46,4.05,4.26,-0.31,4.06,3.03,0.26,2.84,-0.31,4.26,2.17,-0.17,1.33,0.95,1.49,0.26,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0266448,CG45078, 0.3 , 42.2 , 56.4 , 29.3 , 33.4 , 89.3 , 74.5 , 35.0 ,3.58,2.99,3.49,-0.40,-0.12,0.92,3.31,0.98,-0.19,-0.40,3.31,5.21,2.31,4.45,3.65,5.53,3.38,3,1,Recruitment regulated,Above 2-fold,No
FBgn0085391,CG34362, 0.2 , 39.8 , 71.5 , 61.6 , 43.6 , 82.9 , 101.7 , 49.5 ,1.72,4.58,4.19,3.47,3.16,1.39,1.95,4.06,1.53,1.39,4.06,3.25,1.06,1.29,2.56,1.43,1.52,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0039054,CG13830, 0.6 , 50.2 , 90.9 , 74.6 , 56.0 , 103.4 , 100.6 , 69.6 ,2.59,5.22,4.45,3.33,3.40,1.15,1.87,4.03,0.99,0.99,4.03,2.89,2.21,0.36,1.68,0.55,1.03,0,5,Unclassified,Above 2-fold,Yes
FBgn0266491,SclA, 0.2 , 172.8 , 81.2 , 51.2 , 40.4 , 88.7 , 59.6 , 49.6 ,0.06,-0.97,0.44,-1.11,-0.23,-0.26,1.00,-0.80,-0.16,-1.11,1.00,1.84,-0.12,1.85,0.75,2.47,0.56,5,0,No Pol II, Low,No
FBgn0031702,fusl, 0.1 , 62.6 , 59.1 , 83.2 , 109.9 , 64.6 , 99.5 , 89.4 ,2.51,3.98,3.48,2.12,1.76,1.25,2.76,0.67,0.56,0.56,2.76,2.24,0.48,1.58,2.14,2.01,1.76,0,4,Unclassified,Above 2-fold,Yes
FBgn0033668,CG13188, 0.4 , 54.7 , 123.5 , 114.9 , 107.6 , 75.4 , 99.5 , 151.9 ,3.83,3.67,4.22,4.02,0.55,4.05,2.40,1.34,3.59,0.55,4.05,2.74,-0.25,1.41,0.64,2.20,0.72,0,5,Unclassified,Above 2-fold,Yes
FBgn0028704,Nckx30C, 0.5 , 35.4 , 70.0 , 57.4 , 43.6 , 72.8 , 98.7 , 57.7 ,2.43,4.94,4.47,2.77,3.16,1.04,1.09,3.79,0.38,0.38,3.79,2.38,0.58,-0.35,1.85,0.53,1.27,0,5,Unclassified,Above 2-fold,Yes
FBgn0035548,CG15023, 0.6 , 509.7 , 207.2 , 86.0 , 318.3 , 68.2 , 98.3 , 153.4 ,1.83,0.12,-2.04,0.09,0.01,0.77,-0.96,-0.53,0.70,-0.96,0.77,3.08,0.26,3.00,1.94,4.14,1.63,2,0,No Pol II,Above 2-fold,Yes
FBgn0004575,Syn, 0.3 , 43.0 , 74.5 , 70.6 , 61.8 , 90.3 , 96.7 , 80.1 ,1.68,4.32,3.59,3.50,3.02,0.80,0.78,3.62,1.45,0.78,3.62,2.78,2.89,1.39,2.82,1.80,2.46,0,4,Unclassified,Above 2-fold,Yes
FBgn0052029,Cpr66D, 0.3 , 106.1 , 109.6 , 101.2 , 68.4 , 80.3 , 95.6 , 115.8 ,2.10,-0.05,-0.32,0.10,-1.26,-0.41,1.06,-1.09,0.80,-1.26,1.06,2.65,0.79,0.23,-0.04,0.86,0.15,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0040279,Osi14, 0.8 , 162.0 , 161.9 , 205.1 , 85.9 , 87.2 , 119.5 , 189.5 ,0.69,-0.77,-0.31,1.74,-0.62,1.01,1.09,0.34,1.28,-0.62,1.74,2.29,-0.11,0.92,0.34,1.71,0.47,1,4,Recruitment regulated, Low,Yes
FBgn0039883,RhoGAP100F, 0.6 , 24.0 , 65.5 , 66.9 , 41.9 , 70.0 , 94.4 , 51.1 ,2.72,5.20,4.57,3.25,3.06,1.58,1.29,3.86,1.10,1.10,3.86,3.18,1.95,1.30,2.28,1.98,1.69,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0034885,CG4019, 0.8 , 293.0 , 141.5 , 84.4 , 121.9 , 149.4 , 93.1 , 103.5 ,3.72,4.59,4.14,1.01,-0.32,1.45,3.13,-0.18,0.94,-0.32,3.13,4.60,1.27,4.01,4.05,3.70,3.25,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0037230,CG9780, 0.5 , 43.1 , 80.4 , 42.3 , 42.4 , 86.0 , 33.4 , 35.4 ,0.68,2.12,1.89,1.23,0.86,0.25,2.14,1.44,0.17,0.17,2.14,1.17,0.47,0.96,0.97,1.15,0.39,0,3,Unclassified, Low,No
FBgn0035737,Cpr65Ec, 0.6 , 447.1 , 172.7 , 135.0 , 217.5 , 84.4 , 119.6 , 102.3 ,0.05,-2.09,-1.73,0.41,-0.86,-0.11,-0.78,-2.04,-1.10,-2.04,0.41,0.69,-0.14,0.92,0.83,1.62,0.01,5,0,No Pol II, Low,Yes
FBgn0030748,Traf-like, 0.2 , 46.7 , 49.6 , 52.9 , 74.3 , 36.6 , 91.5 , 184.3 ,1.97,2.55,2.31,-3.54,-0.33,0.47,-2.02,-1.73,0.44,-3.54,0.47,1.98,-0.01,1.16,1.57,1.42,1.20,4,0,No Pol II,Above 2-fold,Yes
FBgn0033501,CG12911, 0.5 , 69.6 , 85.4 , 87.3 , 52.9 , 100.0 , 91.4 , 57.5 ,1.02,1.03,1.22,0.37,-0.70,-0.57,-1.56,-0.31,-1.22,-1.56,0.37,1.46,-0.48,0.44,0.73,1.52,1.36,5,0,No Pol II,Above 2-fold,Yes
FBgn0032685,CG10211, 0.4 , 78.5 , 104.0 , 143.9 , 53.5 , 78.6 , 91.0 , 143.2 ,4.38,4.23,4.69,5.37,0.40,4.36,2.82,-0.18,2.76,-0.18,5.37,4.61,1.33,2.68,2.51,3.59,2.42,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0034723,CG13506, 0.7 , 52.4 , 71.7 , 92.9 , 98.4 , 68.8 , 89.8 , 148.8 ,5.34,6.40,5.87,4.89,3.65,3.78,4.02,3.99,3.26,3.26,4.89,6.48,4.69,2.34,3.29,3.28,2.76,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0034720,Liprin-gamma, 0.6 , 28.9 , 66.9 , 98.4 , 56.4 , 70.9 , 89.7 , 80.0 ,3.92,5.81,5.32,4.70,4.02,2.83,2.35,4.42,2.86,2.35,4.70,5.01,3.54,1.84,1.65,2.32,1.09,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0031530,pgant2, 0.7 , 61.5 , 109.6 , 120.3 , 105.1 , 72.5 , 88.7 , 91.0 ,4.36,5.17,4.90,4.78,2.35,4.47,3.00,3.03,3.48,2.35,4.78,5.17,1.65,3.61,4.47,4.76,4.19,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0028481,CG4341, 0.2 , 23.1 , 53.3 , 45.1 , 33.8 , 46.4 , 88.6 , 35.6 ,2.84,5.50,4.72,4.26,3.86,1.77,2.16,4.68,1.27,1.27,4.68,3.62,1.62,1.43,3.44,2.18,3.60,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0035495,CG14989, 0.8 , 76.5 , 93.3 , 50.9 , 46.1 , 80.7 , 90.2 , 51.7 ,0.40,3.17,2.52,2.27,1.16,0.40,-0.59,2.40,0.73,-0.59,2.40,1.85,0.76,-0.06,0.67,0.98,0.04,1,3,Recruitment regulated, Low,Yes
FBgn0032151,nAChRalpha6, 0.1 , 15.6 , 65.7 , 51.4 , 58.2 , 76.0 , 88.5 , 59.6 ,2.21,5.16,4.42,2.98,3.07,0.42,0.99,3.45,-0.62,-0.62,3.45,2.16,0.79,0.15,1.24,0.47,1.15,1,3,Recruitment regulated,Above 2-fold,Yes
FBgn0030981,CG14191, 0.2 , 189.3 , 95.0 , 96.9 , 103.8 , 80.5 , 71.8 , 69.4 ,0.84,0.51,0.52,0.41,-1.89,1.45,0.97,-0.28,-0.32,-1.89,1.45,2.12,-0.07,0.83,1.57,1.75,1.13,3,1,Recruitment regulated, Low,Yes
FBgn0260943,Rbp6, 0.7 , 39.3 , 75.2 , 71.5 , 47.1 , 92.2 , 87.1 , 54.0 ,2.89,5.47,4.77,4.20,3.95,1.93,1.89,4.74,1.66,1.66,4.74,3.38,1.76,1.16,1.67,0.96,1.03,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0030394,Cpr11A, 0.5 , 154.8 , 163.6 , 84.7 , 224.9 , 78.7 , 74.7 , 85.9 ,0.36,0.06,2.05,-9.43,-1.29,-0.53,-2.02,-0.18,0.41,-9.43,0.41,2.75,-0.34,2.77,1.82,4.06,1.73,5,0,No Pol II, Low,Yes
FBgn0003938,snRNA:U5:63BC, -   , 33.7 , 47.0 , 38.0 , 57.2 , 78.6 , 30.5 , 29.3 ,3.50,4.46,5.53,5.02,3.08,3.76,4.06,3.71,3.58,3.08,5.02,7.19,4.25,5.82,7.09,7.24,7.31,0,6,Elongation regulated,Above 2-fold,No
FBgn0013995,Calx, 0.7 , 27.2 , 44.0 , 54.7 , 64.3 , 47.4 , 85.9 , 116.7 ,3.29,5.04,4.45,3.86,3.37,1.76,2.29,3.90,1.61,1.61,3.90,2.48,1.00,1.01,1.72,1.35,1.23,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0264753,Rgk1, 0.1 , 23.0 , 43.0 , 52.6 , 31.3 , 87.9 , 85.8 , 32.7 ,4.17,5.32,4.80,4.50,4.17,2.40,3.59,4.43,2.66,2.40,4.50,6.19,3.94,4.24,4.87,3.60,3.44,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0261041,stj, 0.1 , 17.5 , 69.2 , 64.4 , 51.8 , 77.6 , 109.8 , 62.5 ,0.96,2.90,2.04,2.81,1.85,0.58,-0.54,2.93,0.73,-0.54,2.93,2.30,0.61,1.04,1.35,1.11,1.43,1,3,Recruitment regulated, Low,Yes
FBgn0039024,CG4721, 0.2 , 63.9 , 62.2 , 64.6 , 31.3 , 77.5 , 26.9 , 31.7 ,1.63,2.86,2.00,0.59,-0.09,-0.73,2.19,-0.67,-2.57,-2.57,2.19,1.91,0.53,0.53,0.95,1.64,0.74,4,1,Recruitment regulated,Above 2-fold,No
FBgn0028875,nAChRalpha5, 0.5 , 14.4 , 53.4 , 46.1 , 38.1 , 52.2 , 85.6 , 46.1 ,1.65,4.67,4.27,1.05,2.57,0.29,0.79,2.93,-0.47,-0.47,2.93,2.45,0.96,0.17,1.49,0.13,1.15,1,3,Recruitment regulated,Above 2-fold,Yes
FBgn0030763,CG9782, 0.9 , 313.0 , 173.7 , 135.4 , 153.0 , 88.6 , 85.3 , 133.4 ,3.66,3.43,3.80,4.53,-0.09,3.81,1.57,0.29,3.07,-0.09,4.53,3.38,-0.15,2.31,1.98,2.64,1.26,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0036288,CG10660, 0.1 , 36.3 , 40.1 , 76.0 , 77.3 , 39.5 , 84.9 , 136.2 ,2.80,3.72,3.36,1.45,0.53,1.55,1.39,-1.00,1.23,-1.00,1.55,5.09,3.97,1.36,1.98,1.96,1.76,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0039479,CG14257, 0.1 , 60.5 , 100.0 , 117.5 , 51.9 , 68.5 , 83.7 , 123.1 ,2.91,0.53,-0.82,4.15,0.20,3.66,1.99,0.03,2.78,0.03,4.15,3.74,0.23,2.47,2.01,2.19,0.18,0,4,Unclassified,Above 2-fold,Yes
FBgn0264894,CG44085, 0.6 , 68.6 , 79.0 , 77.7 , 53.1 , 132.6 , 82.7 , 51.8 ,2.73,1.90,2.75,3.12,0.39,2.70,2.92,0.60,1.84,0.39,3.12,2.67,-0.06,1.51,1.12,2.57,1.07,0,4,Unclassified,Above 2-fold,Yes
FBgn0259163,CG42268, 1.0 , 47.7 , 75.1 , 75.1 , 81.3 , 70.7 , 82.2 , 122.8 ,3.76,3.45,3.41,4.95,1.76,4.35,2.80,1.96,3.17,1.76,4.95,3.91,2.76,2.04,3.09,3.10,2.58,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0031957,TwdlE, 0.8 , 167.1 , 95.9 , 104.1 , 61.4 , 74.8 , 57.0 , 91.4 ,-0.39,-3.11,-3.48,-1.63,-2.08,0.45,-1.20,-1.10,-1.14,-2.08,0.45,-1.33,-0.97,-0.18,-0.73,0.07,-0.44,5,0,No Pol II,  Below background,Yes
FBgn0263111,cac, 0.8 , 16.0 , 48.1 , 51.5 , 38.7 , 59.9 , 82.1 , 61.7 ,1.60,4.18,3.42,4.06,2.91,1.69,1.87,3.65,0.82,0.82,4.06,2.92,1.03,1.49,2.65,2.28,2.22,0,5,Unclassified,Above 2-fold,Yes
FBgn0264006,dysc, 0.3 , 15.4 , 53.0 , 48.5 , 44.0 , 55.6 , 81.6 , 46.0 ,2.48,5.19,4.68,4.80,4.42,2.32,1.66,5.05,2.10,1.66,5.05,3.36,2.96,0.41,1.66,1.32,1.06,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0053519,Unc-89, 0.2 , 65.3 , 88.2 , 65.3 , 64.5 , 138.1 , 81.3 , 51.0 ,2.85,2.13,2.61,-0.95,0.14,0.63,0.88,-0.32,-0.07,-0.95,0.88,2.92,-0.04,1.58,1.01,2.12,1.04,3,0,No Pol II,Above 2-fold,Yes
FBgn0035538,DopEcR, 0.2 , 17.2 , 47.6 , 52.6 , 40.9 , 44.8 , 81.0 , 40.9 ,4.86,5.69,5.38,3.89,3.26,2.21,3.63,3.79,1.91,1.91,3.89,5.49,4.32,1.56,1.95,1.40,1.28,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0038095,Cyp304a1, 0.2 , 140.4 , 85.2 , 130.7 , 90.1 , 73.4 , 178.7 , 76.0 ,0.76,0.08,-1.88,-2.12,-1.00,-0.15,0.37,-1.80,-0.79,-2.12,0.37,1.07,-0.06,0.60,0.98,1.57,0.86,5,0,No Pol II, Low,Yes
FBgn0085427,CG34398, 0.3 , 21.5 , 63.8 , 70.4 , 69.1 , 53.7 , 80.4 , 58.0 ,4.57,4.39,4.87,5.18,0.96,4.82,2.48,0.48,2.97,0.48,5.18,5.60,2.96,3.82,4.87,5.07,4.76,0,4,Unclassified,Above 2-fold,Yes
FBgn0034903,CG9850, 0.1 , 39.5 , 100.6 , 108.9 , 101.9 , 66.8 , 79.6 , 111.4 ,3.86,3.81,4.23,4.74,0.23,3.97,1.65,0.47,3.07,0.23,4.74,3.98,1.36,1.63,1.30,2.57,1.64,0,4,Unclassified,Above 2-fold,Yes
FBgn0029170,TwdlT, 0.3 , 99.0 , 118.8 , 138.8 , 57.8 , 72.8 , 113.4 , 87.4 ,0.06,-3.54,-2.35,2.57,-1.43,2.05,-0.79,-0.82,0.70,-1.43,2.57,-0.89,-0.76,-0.47,-0.62,-2.32,-0.22,3,2,Recruitment regulated, Low,Yes
FBgn0038975,Nrx-1, 0.5 , 21.0 , 65.9 , 56.4 , 44.5 , 81.9 , 79.5 , 54.6 ,2.47,3.97,3.33,3.57,3.06,1.35,3.05,3.64,1.65,1.35,3.64,2.06,1.18,1.24,1.52,2.25,0.94,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0051619,CG31619, 0.9 , 21.9 , 50.2 , 165.9 , 38.8 , 61.6 , 79.1 , 42.4 ,2.39,4.69,4.07,3.98,3.21,1.68,2.04,3.96,0.82,0.82,3.98,3.14,0.56,1.64,1.67,2.17,0.83,0,5,Unclassified,Above 2-fold,Yes
FBgn0020269,mspo, 0.3 , 39.0 , 73.7 , 59.4 , 37.0 , 82.3 , 78.6 , 46.8 ,4.65,5.83,5.39,4.57,4.26,2.32,4.17,4.89,3.02,2.32,4.89,5.93,4.59,1.81,1.78,2.11,1.40,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0035856,CG13679, 0.9 , 694.0 , 72.2 , 46.9 , 68.5 , 72.1 , 39.3 , 503.6 ,-0.26,-1.62,-3.44,-12.76,-1.62,-0.64,-2.80,-2.15,1.05,-12.76,1.05,1.83,-0.47,1.70,0.94,3.00,0.85,5,1,Recruitment regulated,  Below background,Yes
FBgn0053302,Cpr31A, 0.9 , 232.5 , 103.7 , 36.0 , 89.6 , 72.1 , 112.3 , 91.0 ,0.70,0.53,0.26,0.95,-0.31,1.04,-0.11,0.19,-0.32,-0.32,1.04,1.11,-0.49,0.80,1.00,1.66,1.12,3,1,Recruitment regulated, Low,Yes
FBgn0040799,CG13051, 0.7 ," 1,874.5 ", 151.5 , 104.1 , 153.2 , 165.7 , 78.6 , 818.1 ,1.07,-0.04,-2.39,-2.55,-0.78,-0.30,-0.38,-0.98,0.96,-2.55,0.96,2.56,0.03,2.58,1.61,4.14,2.07,5,0,No Pol II,Above 2-fold,Yes
FBgn0033873,CG6337, 0.4 , 305.4 , 49.6 , 76.3 , 75.5 , 70.9 , 37.6 , 94.5 ,0.41,0.05,-0.44,0.12,0.55,0.06,-3.93,0.48,-0.19,-3.93,0.55,0.20,0.08,0.15,-0.18,0.85,0.01,2,0,No Pol II, Low,Yes
FBgn0032087,CG9568, 0.9 , 268.5 , 83.6 , 93.5 , 81.3 , 57.7 , 78.3 , 189.5 ,2.11,2.82,2.72,0.63,-0.65,1.58,1.49,-0.19,0.87,-0.65,1.58,2.56,0.59,2.05,2.88,2.50,2.49,2,2,Recruitment regulated,Above 2-fold,Yes
FBgn0036698,CG7724, 1.0 , 217.3 , 123.4 , 95.4 , 127.2 , 65.0 , 78.3 , 84.4 ,4.06,3.89,3.74,4.32,0.76,3.96,2.25,0.86,2.74,0.76,4.32,3.09,0.10,2.80,2.39,3.80,1.81,0,4,Unclassified,Above 2-fold,Yes
FBgn0261547,Exn, 0.7 , 38.8 , 70.8 , 98.0 , 83.8 , 51.0 , 78.3 , 112.0 ,4.56,4.28,4.34,3.99,2.16,4.15,3.51,2.65,3.42,2.16,4.15,4.98,3.36,3.52,2.21,2.78,2.19,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0050197,CG30197, 0.9 , 51.7 , 145.3 , 130.2 , 128.8 , 69.8 , 126.9 , 123.7 ,1.89,1.09,1.49,4.02,3.00,2.85,0.15,2.62,2.12,0.15,4.02,1.99,-0.02,1.84,1.42,2.77,1.03,0,5,Unclassified,Above 2-fold,No
FBgn0051198,CG31198, 0.3 , 205.7 , 73.4 , 69.3 , 108.4 , 72.7 , 77.0 , 153.8 ,2.30,3.74,3.20,-0.64,-0.44,-0.44,1.11,0.41,0.49,-0.64,1.11,3.37,1.79,2.74,4.93,3.98,4.27,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0040797,CG13066, 0.4 , 555.0 , 74.9 , 39.9 , 67.0 , 69.0 , 42.5 , 379.3 ,-0.25,-1.32,-2.90,-2.30,-0.86,-0.27,0.28,-1.03,0.10,-2.30,0.28,2.43,-0.12,2.68,1.57,4.16,2.48,4,0,No Pol II,  Below background,Yes
FBgn0262476,CG43066, 0.1 , 27.0 , 51.2 , 45.5 , 38.3 , 57.8 , 76.5 , 43.9 ,3.11,5.47,4.76,4.70,4.15,2.38,2.62,4.91,1.98,1.98,4.91,3.16,1.46,1.41,2.21,2.01,1.92,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0016032,lbm, 0.8 , 85.9 , 95.3 , 78.6 , 57.8 , 88.9 , 75.9 , 75.0 ,3.35,3.96,3.52,3.92,3.05,3.01,3.92,3.80,3.73,3.01,3.92,5.28,4.09,2.12,1.64,2.83,0.63,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0000210,br, 0.4 , 13.9 , 27.0 , 31.6 , 27.2 , 34.5 , 75.3 , 31.2 ,1.24,4.02,3.18,2.76,2.30,1.27,0.40,3.11,0.39,0.39,3.11,0.18,0.04,0.01,1.28,0.14,0.52,0,4,Unclassified,Above 2-fold,Yes
FBgn0053988,Mid1, 0.8 , 18.6 , 44.1 , 36.5 , 31.0 , 46.9 , 75.2 , 32.7 ,2.39,4.85,4.12,3.14,2.85,1.36,1.24,3.45,0.44,0.44,3.45,3.35,1.81,-0.70,1.31,0.38,0.82,0,5,Unclassified,Above 2-fold,Yes
FBgn0263456,nwk, 0.2 , 35.8 , 61.8 , 61.4 , 59.0 , 67.8 , 78.2 , 76.3 ,0.12,1.76,1.19,2.26,1.33,-0.36,0.07,2.34,0.63,-0.36,2.34,4.13,3.80,0.79,1.03,1.18,0.53,1,3,Recruitment regulated, Low,No
FBgn0033365,CG8170, 0.2 , 56.2 , 88.8 , 112.8 , 51.9 , 57.1 , 74.7 , 154.3 ,3.61,3.27,3.63,3.69,-0.21,3.44,-0.31,0.43,2.09,-0.31,3.69,2.03,-0.33,1.18,0.84,1.78,0.25,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0038819,Cpr92F, 0.2 , 189.8 , 89.9 , 28.7 , 42.7 , 66.8 , 93.1 , 72.5 ,-1.17,-2.33,-3.02,0.18,-1.58,-0.54,-0.32,-1.47,-1.08,-1.58,0.18,-0.63,-0.47,-0.36,-0.28,0.10,-0.76,5,0,No Pol II,  Below background,Yes
FBgn0004777,Ccp84Ag, 1.0 , 537.9 , 132.1 , 73.4 , 100.2 , 74.1 , 74.2 , 259.6 ,1.61,-0.47,-2.25,-0.02,-0.79,1.48,1.12,-0.83,2.95,-0.83,2.95,2.38,-0.23,1.80,0.80,3.22,1.42,3,3,Recruitment regulated,Above 2-fold,Yes
FBgn0266276,CR44961, 0.2 , 24.2 , 48.4 , 64.5 , 52.5 , 66.5 , 59.7 , 61.3 ,0.65,0.47,0.04,-0.40,-1.18,-0.09,-1.99,-0.38,0.00,-1.99,0.00,-1.50,-0.44,0.41,-0.12,-0.88,-0.68,5,0,No Pol II, Low,No
FBgn0015323,VAChT, 0.1 , 20.1 , 31.6 , 26.2 , 21.5 , 32.6 , 73.2 , 23.0 ,1.37,3.79,3.17,1.41,2.56,-0.06,1.24,3.09,0.43,-0.06,3.09,2.00,0.45,0.19,0.99,0.92,1.20,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0030569,CG9411, 0.5 , 47.0 , 82.4 , 126.2 , 38.0 , 60.6 , 72.4 , 78.0 ,2.36,1.30,1.56,3.77,-1.24,3.42,1.53,0.33,1.48,-1.24,3.77,3.10,0.10,2.29,2.55,2.87,2.35,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0027600,obst-B, 0.9 , 141.1 , 102.2 , 85.9 , 77.8 , 73.5 , 72.4 , 78.4 ,4.34,3.70,4.02,4.19,0.46,4.05,1.53,-0.37,3.01,-0.37,4.19,4.08,0.51,1.59,1.14,2.09,0.66,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0035685,CG13297, 0.5 , 301.3 , 109.8 , 95.5 , 82.4 , 75.6 , 71.6 , 85.1 ,2.16,-0.55,-0.06,2.55,-1.26,2.02,-0.17,-0.20,0.32,-1.26,2.55,1.48,-0.24,0.95,1.33,1.51,1.01,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0030897,Frq1, 0.2 , 32.1 , 68.6 , 34.1 , 54.2 , 44.9 , 71.2 , 49.2 ,3.24,5.15,4.51,3.48,3.07,1.10,2.99,3.70,1.39,1.10,3.70,3.70,1.47,1.69,2.79,2.32,2.71,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0037416,Osi9, 0.6 , 89.4 , 103.8 , 106.6 , 33.8 , 64.1 , 63.3 , 260.4 ,0.46,-1.32,-1.65,-0.07,-1.23,0.03,0.49,-2.10,2.24,-2.10,2.24,-0.14,-1.21,-1.12,-0.53,-0.60,-0.98,3,1,Recruitment regulated, Low,Yes
FBgn0046878,Obp83cd, 0.5 , 69.3 , 66.9 , 20.9 , 45.6 , 63.8 , 35.8 , 35.9 ,0.13,0.73,0.19,-0.50,-0.42,-1.02,1.70,-0.03,-0.67,-1.02,1.70,0.79,0.36,1.27,1.60,1.11,1.21,5,1,Recruitment regulated, Low,Yes
FBgn0037428,Osi18, 0.4 , 135.4 , 111.7 , 92.4 , 34.1 , 63.7 , 45.1 , 184.7 ,-1.58,-3.72,-2.46,-2.43,-2.91,-1.81,-2.88,-2.18,1.58,-2.91,1.58,-0.91,-0.64,-0.92,-0.73,-0.87,-0.41,5,1,Recruitment regulated,  Below background,Yes
FBgn0040837,CG8620, 0.1 , 10.2 , 16.5 , 25.0 , 51.6 , 22.4 , 70.6 , 76.8 ,2.72,2.99,2.88,1.07,0.62,2.08,2.12,0.79,1.21,0.62,2.12,4.65,1.70,3.20,4.11,4.58,5.33,0,4,Unclassified,Above 2-fold,Yes
FBgn0034022,CG12964, 0.3 , 77.5 , 79.5 , 83.8 , 59.8 , 52.5 , 70.5 , 70.4 ,3.74,2.66,1.98,4.89,0.62,4.11,1.31,1.66,3.26,0.62,4.89,2.60,0.44,0.69,-0.05,0.92,0.21,0,5,Unclassified,Above 2-fold,Yes
